Date,Open,High,Low,Close,Adj Close,Volume
10/8/2012,200.78,201.38,200.01,200.59,140.17,2073800
10/9/2012,200.72,201.47,198.57,198.84,138.95,3745098
10/10/2012,198.68,199.07,196.03,196.77,137.50,4209627
10/11/2012,197.49,198.15,196.59,196.71,137.46,3043860
10/12/2012,196.60,198.81,196.52,198.66,138.82,2836752
10/15/2012,199.69,200.19,198.68,199.74,139.58,3201701
10/16/2012,200.71,201.72,200.26,201.72,140.96,5891177
10/17/2012,192.36,194.46,189.82,191.81,134.03,13256899
10/18/2012,191.12,191.34,185.54,186.39,130.24,9723511
10/19/2012,186.70,187.46,184.68,184.86,129.17,6924834
10/22/2012,185.19,186.12,183.98,185.85,129.87,4605015
10/23/2012,185.02,185.47,182.54,182.84,127.76,4631060
10/24/2012,183.98,184.79,182.18,182.33,127.41,3909948
10/25/2012,182.99,183.98,182.32,183.17,128.00,3399082
10/26/2012,183.07,185.34,183.05,184.77,129.11,4190799
10/31/2012,186.23,187.77,185.11,185.98,129.96,6330706
11/1/2012,186.12,189.19,185.99,188.48,131.71,3931705
11/2/2012,188.84,189.29,184.79,184.92,129.22,4456065
11/5/2012,183.90,186.40,183.57,185.60,129.69,2862065
11/6/2012,186.67,188.10,186.12,186.49,130.32,3431926
11/7/2012,184.86,185.16,182.75,182.75,128.26,4964525
11/8/2012,182.98,183.37,181.73,181.74,127.55,3705141
11/9/2012,181.50,183.21,180.57,181.30,127.24,3840494
11/12/2012,181.67,182.38,179.17,180.93,126.98,3208500
11/13/2012,180.11,182.49,179.97,180.04,126.36,3563408
11/14/2012,180.82,180.95,177.13,177.35,124.47,4607002
11/15/2012,177.66,178.97,176.65,177.68,124.70,3568638
11/16/2012,178.14,179.31,176.96,178.72,125.43,4875197
11/19/2012,180.33,182.02,180.02,181.98,127.72,3753989
11/20/2012,181.53,181.75,179.97,180.88,126.95,3316029
11/21/2012,180.98,182.50,180.64,181.92,127.68,5428322
11/23/2012,182.60,184.98,182.41,184.98,129.83,4055970
11/26/2012,183.99,184.87,183.34,184.40,129.42,5449974
11/27/2012,183.63,184.56,182.60,182.82,128.31,3442281
11/28/2012,182.58,183.59,180.95,183.54,128.81,3769366
11/29/2012,184.27,184.42,181.84,183.11,128.51,4265483
11/30/2012,183.32,183.56,181.17,181.71,127.53,5163474
12/3/2012,182.37,182.89,180.08,181.15,127.14,3503682
12/4/2012,181.37,182.36,180.71,181.03,127.05,4174272
12/5/2012,180.70,181.13,178.72,180.35,126.58,4395397
12/6/2012,180.85,181.82,180.12,181.36,127.28,3364564
12/7/2012,181.78,183.75,181.75,183.51,128.79,4279500
12/10/2012,183.72,185.03,183.22,184.15,129.24,3596671
12/11/2012,184.68,186.23,184.66,185.66,130.30,4334624
12/12/2012,186.04,186.19,184.00,184.46,129.46,4437027
12/13/2012,183.73,184.56,182.95,183.55,128.82,3789867
12/14/2012,183.26,184.89,182.85,183.33,128.67,4002937
12/17/2012,183.33,185.38,183.33,185.11,129.91,3966850
12/18/2012,185.33,187.30,185.32,187.08,131.30,4315691
12/19/2012,186.86,187.81,186.42,186.50,130.89,4466943
12/20/2012,185.92,186.38,184.67,186.20,130.68,4376987
12/21/2012,184.61,185.95,183.15,184.91,129.78,8603664
12/24/2012,184.56,185.31,183.58,183.94,129.09,1706235
12/26/2012,183.76,185.02,182.55,183.51,128.79,2904219
12/27/2012,183.11,184.78,182.31,184.24,129.30,4150110
12/28/2012,182.71,183.77,181.48,181.48,127.37,3699284
12/31/2012,180.91,183.25,180.54,183.13,128.52,4900405
1/2/2013,185.55,187.72,185.28,187.72,131.74,4428869
1/3/2013,187.07,187.66,185.89,186.68,131.02,3812356
1/4/2013,185.65,185.91,184.30,185.46,130.16,3535689
1/7/2013,184.89,185.26,183.88,184.65,129.59,2993966
1/8/2013,184.44,184.80,183.17,184.39,129.41,3166137
1/9/2013,184.97,184.98,183.22,183.86,129.04,3359752
1/10/2013,184.18,184.47,182.87,184.40,129.42,3774073
1/11/2013,185.61,186.42,184.42,185.90,130.47,4058898
1/14/2013,184.34,184.78,183.32,184.15,129.24,4364121
1/15/2013,182.90,184.25,182.02,184.03,129.16,4364017
1/16/2013,183.56,184.68,182.93,184.12,129.22,3099193
1/17/2013,185.33,185.91,184.74,185.13,129.93,4060154
1/18/2013,185.50,186.42,185.28,185.92,130.48,4769342
1/22/2013,185.81,187.46,185.48,187.46,131.56,7502226
1/23/2013,194.55,199.41,194.42,195.72,137.36,13106903
1/24/2013,194.94,196.04,194.15,195.43,137.16,4651771
1/25/2013,195.46,196.16,195.15,195.96,137.53,3513409
1/28/2013,195.84,197.15,195.31,195.92,137.50,2953590
1/29/2013,195.35,196.68,194.68,194.93,136.81,3783487
1/30/2013,194.73,195.87,194.25,194.57,136.56,3136326
1/31/2013,194.38,195.48,194.03,194.14,136.25,3233604
2/1/2013,195.65,196.32,194.88,196.16,137.67,3525752
2/4/2013,195.21,196.00,194.62,194.83,136.74,3335485
2/5/2013,195.33,195.75,193.60,193.87,136.07,3804197
2/6/2013,191.58,192.44,190.78,192.18,135.45,3790913
2/7/2013,191.80,192.07,189.94,190.96,134.58,3218228
2/8/2013,191.18,193.20,190.90,192.81,135.89,3026392
2/11/2013,192.14,193.07,190.97,191.36,134.87,3080156
2/12/2013,191.21,191.91,190.27,191.24,134.79,2575043
2/13/2013,191.83,192.11,190.79,191.29,134.82,2269611
2/14/2013,190.95,191.51,190.50,190.87,134.52,3445733
2/15/2013,191.19,192.40,191.03,192.14,135.42,3794679
2/19/2013,191.78,193.01,191.41,191.51,134.97,3136222
2/20/2013,191.80,192.85,190.11,190.54,134.29,3886308
2/21/2013,189.89,190.32,189.40,189.61,133.63,4103353
2/22/2013,190.47,192.25,190.10,192.25,135.49,3250863
2/25/2013,192.80,193.59,188.82,188.82,133.08,4021661
2/26/2013,189.89,191.11,189.14,190.38,134.18,3547614
2/27/2013,190.14,193.83,189.87,193.43,136.33,4377615
2/28/2013,193.29,194.19,191.96,192.00,135.32,4904903
3/1/2013,191.83,194.02,190.59,193.99,136.72,3460482
3/4/2013,193.68,196.17,193.64,196.17,138.26,3863296
3/5/2013,196.81,198.57,196.64,197.45,139.16,3982959
3/6/2013,197.93,199.32,197.57,199.22,140.41,3760161
3/7/2013,199.13,200.38,199.08,200.21,141.11,4063082
3/8/2013,200.62,201.47,200.22,201.13,141.75,3870723
3/11/2013,200.80,200.96,199.85,200.84,141.55,3189986
3/12/2013,200.19,201.46,199.89,201.29,141.87,3756814
3/13/2013,200.96,203.02,200.54,202.73,142.88,3510271
3/14/2013,202.82,206.37,202.82,206.31,145.40,5758753
3/15/2013,205.91,206.41,204.02,205.47,144.81,8295094
3/18/2013,203.54,205.07,203.29,203.83,143.66,3144276
3/19/2013,204.71,205.66,202.51,204.05,143.81,3345736
3/20/2013,205.32,206.33,204.88,205.60,144.91,3157874
3/21/2013,203.59,203.63,200.87,202.93,143.02,6098598
3/22/2013,202.88,203.80,202.31,202.75,142.90,3170949
3/25/2013,203.19,203.45,200.81,201.47,142.00,3391655
3/26/2013,202.46,203.15,202.20,203.02,143.09,2406114
3/27/2013,201.68,202.83,200.86,201.62,142.10,3371676
3/28/2013,200.60,204.05,200.52,203.92,143.72,3922395
4/1/2013,203.44,204.11,201.96,203.04,143.10,2243147
4/2/2013,203.56,205.27,202.27,204.93,144.43,3260173
4/3/2013,204.89,205.44,203.28,203.31,143.29,3272725
4/4/2013,203.41,203.57,200.80,202.02,142.38,3880137
4/5/2013,199.90,200.61,197.27,200.20,141.10,4338808
4/8/2013,199.88,200.11,198.21,200.11,141.04,2459355
4/9/2013,200.34,200.76,199.44,200.02,140.97,2695856
4/10/2013,202.54,203.16,201.21,202.68,142.84,3686313
4/11/2013,202.20,203.72,201.58,203.56,143.46,3823758
4/12/2013,201.52,202.19,200.55,202.08,142.43,3311008
4/15/2013,201.19,202.38,200.06,200.06,141.00,4412133
4/16/2013,201.57,202.68,200.00,202.68,142.84,2991037
4/17/2013,201.27,201.81,200.29,200.45,141.27,3420211
4/18/2013,200.87,201.00,197.08,198.04,139.58,6801092
4/19/2013,187.13,187.86,181.41,181.64,128.02,19713962
4/22/2013,182.74,182.96,179.43,179.57,126.56,10298288
4/23/2013,180.95,184.08,180.32,183.18,129.11,6585721
4/24/2013,183.71,184.03,182.69,183.28,129.17,3863819
4/25/2013,184.22,186.59,183.86,185.42,130.68,4864841
4/26/2013,185.62,186.15,184.75,185.76,130.93,3650854
4/29/2013,186.21,190.90,186.09,190.39,134.19,6205290
4/30/2013,190.37,193.68,188.67,193.63,136.47,7886735
5/1/2013,192.99,193.28,190.44,190.85,134.51,5124459
5/2/2013,191.32,193.53,190.97,193.49,136.37,4126575
5/3/2013,194.97,196.29,194.79,195.52,137.80,4699364
5/6/2013,194.83,195.02,192.66,193.86,136.63,5048519
5/7/2013,193.89,194.77,192.78,194.67,137.20,3609746
5/8/2013,194.02,195.84,193.60,195.81,138.65,3767378
5/9/2013,195.69,195.98,193.80,194.30,137.58,3705246
5/10/2013,194.43,195.54,193.90,195.48,138.42,3430043
5/13/2013,195.20,195.48,193.33,193.57,137.06,3816226
5/14/2013,193.20,194.71,193.19,194.27,137.56,3869886
5/15/2013,193.36,194.72,193.15,194.38,137.64,4213393
5/16/2013,195.03,197.50,195.03,195.69,138.57,4714322
5/17/2013,196.22,200.29,195.98,199.27,141.10,5966489
5/20/2013,198.87,199.95,198.30,198.47,140.54,3780767
5/21/2013,198.13,200.27,197.90,199.47,141.25,3120113
5/22/2013,199.33,200.91,197.06,197.89,140.12,5425393
5/23/2013,196.44,199.44,196.11,197.09,139.56,5417339
5/24/2013,195.69,197.35,195.43,196.67,139.26,3447407
5/28/2013,198.32,199.42,198.05,198.64,140.66,4196029
5/29/2013,197.15,199.25,196.98,198.78,140.75,3597612
5/30/2013,197.87,201.71,197.87,200.15,141.73,4602086
5/31/2013,199.42,202.66,198.87,198.87,140.82,5176654
6/3/2013,199.09,200.81,198.21,199.76,141.45,3474812
6/4/2013,199.43,199.81,196.06,197.12,139.58,3763822
6/5/2013,196.14,197.22,193.50,193.82,137.25,4409308
6/6/2013,194.07,195.22,192.61,194.84,137.96,3848652
6/7/2013,195.84,197.28,195.13,197.28,139.69,3089256
6/10/2013,197.87,197.88,195.89,196.00,138.79,2774306
6/11/2013,194.24,196.89,193.60,195.01,138.08,2943862
6/12/2013,195.59,196.20,191.69,192.35,136.20,3566651
6/13/2013,192.17,195.41,191.53,194.81,137.94,3032877
6/14/2013,195.00,195.74,192.93,193.31,136.88,2933507
6/17/2013,194.49,196.15,193.64,194.11,137.45,3368015
6/18/2013,194.09,197.03,193.95,195.86,138.69,3428579
6/19/2013,195.45,196.01,193.05,193.06,136.70,2977021
6/20/2013,191.85,192.83,188.60,188.67,133.60,4722481
6/21/2013,189.77,189.79,185.03,186.86,132.32,9324881
6/24/2013,185.46,186.34,182.93,185.03,131.02,4556585
6/25/2013,186.72,186.99,184.66,186.41,131.99,4023125
6/26/2013,187.35,187.60,185.95,186.29,131.91,3472929
6/27/2013,187.43,188.24,186.70,187.05,132.45,3675853
6/28/2013,183.30,184.19,180.12,182.71,129.37,10518367
7/1/2013,183.70,185.28,182.72,182.87,129.49,4646750
7/2/2013,182.39,184.73,181.89,183.08,129.64,3825954
7/3/2013,182.58,185.68,182.13,184.75,130.82,1958740
7/5/2013,185.94,186.58,183.89,186.36,131.96,2516048
7/8/2013,187.00,187.17,186.05,186.41,131.99,3083085
7/9/2013,183.44,184.32,182.39,182.89,129.50,5443593
7/10/2013,183.09,184.92,182.86,183.80,130.14,4071032
7/11/2013,185.26,185.57,184.14,184.32,130.52,4369665
7/12/2013,184.58,185.18,183.16,183.62,130.02,4701456
7/15/2013,183.96,186.32,183.25,185.47,131.33,5935736
7/16/2013,185.51,186.02,184.21,185.33,131.23,3917584
7/17/2013,186.16,186.32,184.54,185.99,131.70,7184346
7/18/2013,189.55,192.10,187.37,189.28,134.03,8779496
7/19/2013,189.21,189.28,184.74,185.03,131.02,7319490
7/22/2013,184.89,187.18,184.78,185.55,131.39,3554308
7/23/2013,185.67,187.79,185.56,186.41,131.99,2995535
7/24/2013,187.33,188.62,187.25,187.96,133.10,3093963
7/25/2013,187.67,189.13,187.06,188.55,133.51,3152958
7/26/2013,187.94,188.69,186.42,188.67,133.60,2599415
7/29/2013,188.17,188.52,186.93,187.58,132.82,2210930
7/30/2013,188.33,189.13,187.20,187.39,132.69,2785707
7/31/2013,185.94,188.25,185.94,186.46,132.03,3985260
8/1/2013,188.00,188.50,186.82,187.20,132.55,3010074
8/2/2013,186.90,186.90,184.72,186.58,132.11,4052204
8/5/2013,186.58,187.27,185.80,186.90,132.34,2605481
8/6/2013,183.80,184.04,181.90,182.59,129.29,6211671
8/7/2013,181.26,181.58,179.78,180.27,128.28,4081178
8/8/2013,181.12,181.52,178.58,179.67,127.86,4756790
8/9/2013,179.73,180.84,178.78,179.56,127.78,3399082
8/12/2013,178.75,181.22,178.67,180.77,128.64,3165719
8/13/2013,181.20,181.63,179.31,180.13,128.19,3705873
8/14/2013,180.29,180.62,179.06,179.28,127.58,3025346
8/15/2013,178.04,178.78,177.29,177.62,126.40,3862250
8/16/2013,177.38,178.26,177.19,177.19,126.09,3584014
8/19/2013,177.15,178.30,175.89,176.13,125.34,3398349
8/20/2013,176.26,177.47,175.11,176.44,125.56,3261219
8/21/2013,176.55,178.37,176.18,176.73,125.77,3714346
8/22/2013,177.49,178.06,176.15,177.05,125.99,2462598
8/23/2013,177.19,177.57,176.45,177.27,126.15,2398164
8/26/2013,177.12,178.78,176.56,176.62,125.69,2270238
8/27/2013,175.55,176.39,174.54,174.70,124.32,3337472
8/28/2013,174.65,175.40,173.14,174.15,123.93,4162243
8/29/2013,173.96,175.62,173.46,174.61,124.26,3118021
8/30/2013,174.71,174.94,173.53,174.25,124.00,2856626
9/3/2013,175.55,176.21,174.48,175.87,125.15,3647611
9/4/2013,175.51,176.09,174.29,175.08,124.59,2717403
9/5/2013,175.29,176.86,175.02,176.05,125.28,2999510
9/6/2013,176.53,176.85,174.62,174.98,124.52,3037061
9/9/2013,175.60,177.33,175.25,176.85,125.85,3155991
9/10/2013,178.97,179.40,178.17,178.39,126.95,3294482
9/11/2013,178.61,182.48,178.60,182.31,129.74,5191193
9/12/2013,182.56,182.91,181.50,182.34,129.76,3509121
9/13/2013,182.80,184.61,182.60,183.72,130.74,3881078
9/16/2013,185.18,186.24,184.14,184.66,131.41,4081910
9/17/2013,184.91,185.61,183.39,183.71,130.73,3065721
9/18/2013,184.13,186.32,183.56,185.87,132.27,4018523
9/19/2013,185.64,186.32,184.72,184.89,131.57,3324293
9/20/2013,185.43,185.88,181.66,181.66,129.28,8918091
9/23/2013,181.70,183.95,181.00,182.59,129.94,3494477
9/24/2013,182.53,183.14,181.32,181.62,129.24,3227224
9/25/2013,181.78,182.24,180.21,181.14,128.90,2776607
9/26/2013,181.74,183.33,181.13,181.85,129.41,2189906
9/27/2013,180.56,180.63,178.25,178.70,127.17,4085153
9/30/2013,177.40,178.53,176.23,177.04,125.98,4161197
10/1/2013,177.19,178.44,176.53,178.18,126.80,2804535
10/2/2013,177.38,178.12,176.30,176.83,125.84,3783487
10/3/2013,176.58,176.83,174.95,175.77,125.09,3359543
10/4/2013,176.07,176.99,175.51,176.00,125.25,2995326
10/7/2013,173.85,175.25,173.85,174.01,123.83,4148854
10/8/2013,173.89,173.99,170.85,170.86,121.59,5834902
10/9/2013,171.48,173.68,171.22,173.35,123.36,4626981
10/10/2013,175.11,176.64,174.34,176.64,125.71,3827209
10/11/2013,177.10,178.04,176.02,177.97,126.65,3381300
10/14/2013,177.26,178.77,176.31,178.75,127.20,2785603
10/15/2013,177.57,177.76,176.12,176.54,125.63,3519895
10/16/2013,177.27,178.52,176.85,178.52,127.04,7027028
10/17/2013,166.20,169.22,164.98,167.14,118.94,23397869
10/18/2013,167.11,167.30,165.63,166.14,118.23,11033208
10/21/2013,166.75,167.07,165.04,165.26,117.60,7425240
10/22/2013,165.73,167.85,165.34,167.28,119.04,7298256
10/23/2013,167.39,168.25,166.73,168.04,119.58,5658232
10/24/2013,168.67,170.07,168.50,169.98,120.96,5787832
10/25/2013,170.58,171.22,168.51,169.07,120.32,5065569
10/28/2013,169.25,170.07,168.45,169.55,120.66,3883484
10/29/2013,169.81,174.30,169.69,174.11,123.90,9314212
10/30/2013,173.70,174.17,171.95,172.23,122.56,5516290
10/31/2013,171.75,173.68,171.17,171.33,121.92,4516733
11/1/2013,171.90,172.41,171.01,171.35,121.94,3812147
11/4/2013,171.99,172.85,171.45,172.34,122.64,3643532
11/5/2013,171.64,171.89,169.89,170.03,121.00,6377253
11/6/2013,170.09,171.85,169.96,171.31,122.56,4770492
11/7/2013,171.70,173.41,171.70,172.08,123.12,5459597
11/8/2013,170.97,172.16,169.55,172.07,123.11,6563650
11/11/2013,172.27,175.33,172.12,174.84,125.09,5462526
11/12/2013,174.50,175.96,174.24,175.02,125.22,4454391
11/13/2013,174.25,175.48,173.60,175.48,125.55,4920802
11/14/2013,172.54,175.14,171.76,174.20,124.63,6612289
11/15/2013,174.36,175.22,173.19,175.13,125.30,5414201
11/18/2013,175.45,176.85,175.21,176.36,126.18,5590765
11/19/2013,176.51,178.01,176.05,177.10,126.71,4787542
11/20/2013,177.07,178.05,176.53,177.05,126.67,3813507
11/21/2013,177.38,177.58,175.34,176.03,125.94,4664637
11/22/2013,175.43,176.85,172.01,173.33,124.01,7960269
11/25/2013,172.32,172.80,170.00,171.07,122.39,7491347
11/26/2013,170.81,171.07,169.51,169.51,121.28,6020776
11/27/2013,170.01,172.26,170.00,171.10,122.41,4807939
11/29/2013,171.33,172.81,171.13,171.78,122.90,3002543
12/2/2013,171.57,171.69,169.33,169.67,121.39,4769760
12/3/2013,169.22,170.39,167.92,168.34,120.44,6133744
12/4/2013,167.66,169.69,167.46,168.01,120.20,5509700
12/5/2013,168.40,169.08,167.57,168.34,120.44,4586605
12/6/2013,168.93,170.17,168.27,169.86,121.52,4957831
12/9/2013,170.16,170.32,169.05,169.66,121.38,3971244
12/10/2013,169.12,169.86,168.32,169.33,121.15,4317679
12/11/2013,169.22,169.94,167.40,167.50,119.84,4278558
12/12/2013,167.36,168.07,165.68,165.75,118.58,5932494
12/13/2013,165.89,166.71,165.13,165.20,118.19,4376882
12/16/2013,165.60,170.51,165.13,170.03,121.65,7862782
12/17/2013,169.56,169.68,167.42,168.03,120.22,5723607
12/18/2013,168.69,170.88,167.16,170.84,122.23,5959794
12/19/2013,170.06,172.60,170.06,172.29,123.27,6199642
12/20/2013,172.20,174.00,172.10,172.10,123.13,8005561
12/23/2013,173.09,174.89,172.67,174.22,124.64,4267575
12/24/2013,173.96,175.43,173.91,175.16,125.32,1687826
12/26/2013,175.49,177.40,175.44,177.20,126.78,3478682
12/27/2013,177.67,178.30,176.44,176.94,126.59,3537154
12/30/2013,177.17,178.49,176.55,178.21,127.50,3157456
12/31/2013,178.29,179.53,178.11,179.32,128.30,3786206
1/2/2014,178.98,179.16,177.06,177.37,126.90,4755639
1/3/2014,177.66,179.11,177.15,178.43,127.66,4250107
1/6/2014,178.92,179.12,177.15,177.82,127.22,4254919
1/7/2014,178.19,181.98,178.18,181.37,129.76,6205186
1/8/2014,181.00,181.09,179.02,179.70,128.57,4815470
1/9/2014,180.71,181.17,178.35,179.14,128.17,4520080
1/10/2014,180.03,180.28,178.09,179.02,128.08,4207430
1/13/2014,178.07,178.73,175.77,176.06,125.96,6050796
1/14/2014,176.92,178.23,175.79,177.74,127.17,4831683
1/15/2014,177.65,180.35,177.33,179.48,128.41,5038059
1/16/2014,179.28,180.68,178.59,180.46,129.11,4989734
1/17/2014,179.77,182.42,179.60,181.73,130.02,7996252
1/21/2014,181.86,182.02,178.58,180.14,128.88,11585810
1/22/2014,173.31,175.43,171.77,174.24,124.66,14430721
1/23/2014,173.45,175.64,172.76,174.69,124.99,7294699
1/24/2014,173.28,174.77,171.74,171.74,122.87,7207568
1/27/2014,171.71,171.75,169.85,170.08,121.68,5448196
1/28/2014,170.22,170.60,168.41,169.07,120.96,5578632
1/29/2014,168.24,170.68,168.15,168.64,120.66,5199561
1/30/2014,169.38,170.04,168.60,169.56,121.31,5076970
1/31/2014,168.37,170.02,167.63,168.91,120.85,5432296
2/3/2014,168.28,168.28,165.12,165.30,118.26,7517393
2/4/2014,165.90,166.11,164.78,165.24,118.22,4549891
2/5/2014,164.62,167.28,164.62,166.58,119.18,4929066
2/6/2014,166.32,167.16,166.15,166.99,120.13,4489641
2/7/2014,167.92,169.75,167.37,169.46,121.90,4908773
2/10/2014,169.19,169.84,168.50,169.35,121.83,3703258
2/11/2014,169.03,172.46,169.02,171.80,123.59,4861076
2/12/2014,171.63,173.28,171.38,172.31,123.96,4166218
2/13/2014,170.38,174.34,170.04,173.84,125.06,4688172
2/14/2014,173.29,176.32,173.03,175.61,126.33,4874255
2/18/2014,175.12,175.91,174.30,175.13,125.99,4639219
2/19/2014,174.70,177.49,174.39,174.90,125.82,4886389
2/20/2014,174.91,176.73,174.75,176.16,126.72,5196737
2/21/2014,176.15,177.54,174.59,174.75,125.71,5961468
2/24/2014,174.78,177.02,174.78,175.38,126.17,4806684
2/25/2014,175.45,176.48,174.84,175.17,126.01,4081806
2/26/2014,175.85,177.13,175.49,175.97,126.59,3912772
2/27/2014,175.75,177.77,175.73,177.12,127.42,4003879
2/28/2014,177.23,177.93,175.57,177.03,127.35,4882623
3/3/2014,175.27,176.52,174.78,176.16,126.72,4131805
3/4/2014,177.64,178.93,177.51,178.24,128.22,4950718
3/5/2014,178.37,179.68,178.20,178.91,128.70,3645519
3/6/2014,179.13,180.11,178.68,179.39,129.05,3992896
3/7/2014,180.07,180.61,178.95,179.43,129.08,4307219
3/10/2014,179.30,180.09,177.68,178.19,128.19,4802395
3/11/2014,179.17,180.16,177.86,178.55,128.44,4424057
3/12/2014,177.83,179.21,177.72,178.03,128.07,5055318
3/13/2014,178.21,178.78,175.63,175.81,126.48,5139207
3/14/2014,175.80,176.19,174.20,174.20,125.31,5742854
3/17/2014,174.63,178.15,174.63,177.64,127.79,5165253
3/18/2014,177.81,179.64,177.38,178.59,128.48,4143520
3/19/2014,177.44,178.49,175.43,176.59,127.03,4522799
3/20/2014,176.36,179.98,176.07,179.64,129.23,5295480
3/21/2014,180.21,180.40,178.20,178.46,128.38,13111819
3/24/2014,179.19,181.11,179.13,179.97,129.47,6002471
3/25/2014,180.46,186.81,180.40,186.46,134.14,11414684
3/26/2014,186.41,187.03,183.52,184.15,132.47,7166878
3/27/2014,183.47,184.20,180.99,181.48,130.55,7079014
3/28/2014,181.59,184.15,180.79,182.07,130.98,5433342
3/31/2014,183.21,185.25,182.98,184.02,132.38,8930016
4/1/2014,184.63,186.55,184.30,185.95,133.77,5642229
4/2/2014,185.70,185.95,184.02,185.04,133.11,5150609
4/3/2014,184.70,184.88,183.89,184.22,132.52,4279291
4/4/2014,184.63,185.44,182.87,183.34,131.89,6370035
4/7/2014,183.29,186.72,183.15,185.97,133.78,7050563
4/8/2014,185.36,185.63,184.22,184.79,132.93,5360750
4/9/2014,185.35,188.34,185.09,187.99,135.24,5732185
4/10/2014,187.44,190.45,187.06,187.07,134.58,8805123
4/11/2014,186.46,188.34,185.73,186.61,134.24,5057410
4/14/2014,187.61,189.52,187.27,189.07,136.01,5680931
4/15/2014,187.36,188.73,186.83,188.36,135.50,5597460
4/16/2014,189.34,189.97,186.42,187.76,135.07,8919556
4/17/2014,179.02,182.31,178.79,181.65,130.68,11767082
4/21/2014,181.45,184.33,181.40,183.81,132.23,5669006
4/22/2014,183.57,184.51,182.79,183.70,132.15,4057016
4/23/2014,183.36,183.95,181.75,183.30,131.86,4954274
4/24/2014,183.77,183.77,181.67,181.85,130.82,4609827
4/25/2014,182.16,182.28,180.79,181.29,130.42,4049066
4/28/2014,182.73,185.46,182.20,184.65,132.83,5897662
4/29/2014,185.08,187.32,184.90,186.53,134.18,4839110
4/30/2014,185.83,188.20,185.80,187.83,135.12,4400313
5/1/2014,187.68,188.09,184.66,185.02,133.10,3843004
5/2/2014,185.23,185.32,182.84,183.02,131.66,3190195
5/5/2014,182.65,183.07,181.45,182.85,131.54,2324317
5/6/2014,182.53,182.55,180.93,181.67,130.69,3335380
5/7/2014,181.01,181.93,178.71,180.98,130.95,3996766
5/8/2014,180.84,182.19,179.95,180.60,130.68,2543767
5/9/2014,180.67,182.21,180.09,181.72,131.49,2365634
5/12/2014,182.72,184.53,182.54,184.10,133.21,3951160
5/13/2014,184.31,184.54,183.33,183.74,132.95,2329024
5/14/2014,183.47,183.55,179.89,180.42,130.55,5493069
5/15/2014,180.76,180.76,177.99,178.26,128.98,4395501
5/16/2014,178.08,179.17,177.75,178.83,129.40,4131177
5/19/2014,178.40,178.90,177.86,178.78,129.36,3421152
5/20/2014,178.06,178.49,176.58,176.76,127.90,3165719
5/21/2014,177.68,178.93,176.82,178.19,128.93,3125448
5/22/2014,178.25,178.25,176.89,177.51,128.44,2320028
5/23/2014,177.67,177.95,177.16,177.76,128.62,2680793
5/27/2014,176.67,177.49,175.84,176.65,127.82,5014315
5/28/2014,176.37,176.75,174.89,175.03,126.64,3892794
5/29/2014,175.56,175.70,174.31,175.68,127.11,2886855
5/30/2014,175.32,176.45,174.46,176.25,127.53,4833043
6/2/2014,176.63,178.09,176.55,177.52,128.45,3347723
6/3/2014,177.39,177.59,176.02,176.26,127.54,2632887
6/4/2014,176.59,177.29,176.10,176.40,127.63,2486133
6/5/2014,176.54,177.91,175.83,177.80,128.65,2983401
6/6/2014,178.27,179.40,177.72,178.17,128.92,3448348
6/9/2014,178.03,179.39,177.78,178.03,128.82,2853906
6/10/2014,178.01,178.03,175.74,176.19,127.48,4346025
6/11/2014,175.54,176.10,174.01,174.24,126.07,4248538
6/12/2014,174.46,174.52,172.95,173.25,125.36,4628864
6/13/2014,174.00,174.95,173.54,174.53,126.28,2901186
6/16/2014,174.38,174.67,173.27,174.33,126.14,3719785
6/17/2014,173.90,174.77,173.58,174.24,126.08,2574101
6/18/2014,174.03,175.54,173.80,175.53,127.00,4112663
6/19/2014,176.02,176.36,174.34,174.78,126.46,3714451
6/20/2014,174.56,174.64,173.42,173.57,125.59,11178393
6/23/2014,173.92,174.24,173.04,174.13,125.99,3380358
6/24/2014,173.52,174.95,172.71,172.93,125.12,4053668
6/25/2014,172.32,173.01,172.14,172.77,125.01,2889889
6/26/2014,172.92,173.39,171.39,172.44,124.77,3408391
6/27/2014,171.86,174.44,171.76,173.72,125.70,4785973
6/30/2014,173.36,173.93,172.33,173.30,125.39,4418095
7/1/2014,173.71,179.03,173.71,178.15,128.91,6948683
7/2/2014,178.15,180.68,177.98,180.11,130.32,5327278
7/3/2014,180.11,180.51,179.11,180.24,130.41,2533830
7/7/2014,179.36,179.99,179.20,179.77,130.08,3094800
7/8/2014,179.40,179.81,178.17,178.99,129.51,3279315
7/9/2014,179.43,180.59,178.67,180.13,130.34,3461842
7/10/2014,178.24,179.78,178.02,179.45,129.84,3323979
7/11/2014,179.47,180.07,178.50,179.73,130.05,2513015
7/14/2014,180.26,182.07,180.24,181.51,131.33,4708151
7/15/2014,181.20,181.72,179.93,180.20,130.39,5088476
7/16/2014,183.79,184.86,182.37,183.90,133.06,8171980
7/17/2014,183.90,187.33,183.56,184.02,133.15,9280426
7/18/2014,183.52,184.93,181.64,184.03,133.16,8542054
7/21/2014,182.89,183.27,180.93,182.46,132.02,4345502
7/22/2014,183.16,186.16,183.14,185.55,134.26,5076238
7/23/2014,185.57,186.33,185.06,185.11,133.94,3749073
7/24/2014,185.42,187.02,185.23,186.65,135.06,3778884
